Day,ScheduleId
2026-09-04,1
2026-09-18,1
2026-09-25,1
2026-11-04,1
2026-11-25,1
2026-12-14,1
2026-12-23,1
2027-02-11,1
2027-03-02,1
2027-03-04,1
2027-05-20,1
2027-06-10,1
2027-06-11,1
2027-06-12,1
2027-06-13,1
2027-06-14,1
2027-06-15,1
2027-06-16,1
